game_id,winner,p1_score,p2_score,p1_distance,p2_distance,turns,stalemate,locked_players
0,P2,24000,60000,16000,40000,80,0,0
1,P2,12000,64000,8000,40000,58,0,0
2,Stalemate,51000,8000,39000,4000,112,1,0
3,Stalemate,25000,50000,21000,38000,112,1,1
4,Stalemate,26000,45000,18000,37000,112,1,0
5,Stalemate,47000,13000,35000,9000,112,1,1
6,P1,64000,9000,40000,1000,77,0,1
7,P1,80000,22000,40000,18000,75,0,0
8,P2,20000,60000,12000,40000,46,0,0
9,P2,45000,64000,37000,40000,88,0,0
10,Stalemate,46000,23000,38000,15000,112,1,0
11,Stalemate,26000,44000,18000,36000,112,1,0
12,P1,68000,21000,40000,17000,81,0,0
13,P2,9000,64000,5000,40000,72,0,0
14,P2,32000,76000,28000,40000,84,0,0
15,P1,64000,31000,40000,27000,51,0,0
16,Stalemate,38000,39000,34000,27000,112,1,1
17,Stalemate,13000,49000,9000,37000,112,1,0
18,Stalemate,47000,22000,39000,14000,112,1,0
19,Stalemate,41000,26000,33000,18000,112,1,0
20,P1,56000,47000,40000,35000,79,0,0
21,Stalemate,11000,47000,3000,39000,112,1,0
22,Stalemate,22000,42000,10000,38000,112,1,0
23,Stalemate,51000,24000,39000,20000,112,1,0
24,Stalemate,24000,46000,16000,38000,112,1,0
25,Stalemate,47000,38000,39000,30000,112,1,1
26,Stalemate,27000,38000,19000,30000,112,1,0
27,P2,14000,68000,10000,40000,90,0,0
28,P2,7000,68000,3000,40000,82,0,0
29,P2,5000,60000,1000,40000,46,0,1
30,Stalemate,15000,62000,15000,34000,112,1,0
31,P2,25000,64000,17000,40000,92,0,0
32,Stalemate,20000,18000,12000,10000,112,1,0
33,P2,39000,56000,31000,40000,56,0,0
34,Stalemate,36000,18000,28000,10000,112,1,1
35,Stalemate,39000,40000,27000,36000,112,1,1
36,Stalemate,36000,49000,32000,37000,112,1,0
37,Stalemate,43000,48000,39000,36000,112,1,1
38,P2,4000,80000,0,40000,48,0,1
39,P1,64000,8000,40000,4000,63,0,1
40,Stalemate,23000,37000,15000,29000,112,1,0
41,Stalemate,36000,39000,24000,35000,112,1,0
42,Stalemate,40000,22000,36000,10000,112,1,1
43,Stalemate,16000,34000,12000,22000,112,1,1
44,Stalemate,40000,37000,36000,25000,112,1,1
45,Stalemate,31000,25000,19000,21000,112,1,0
46,Stalemate,37000,47000,29000,39000,112,1,0
47,Stalemate,1000,67000,1000,39000,112,1,0
48,P1,80000,12000,40000,0,97,0,0
49,Stalemate,56000,35000,28000,35000,112,1,0
50,P1,64000,36000,40000,28000,83,0,0
51,P1,64000,40000,40000,32000,89,0,0
52,Stalemate,43000,45000,39000,33000,112,1,0
53,Stalemate,51000,28000,39000,24000,112,1,0
54,P1,60000,30000,40000,26000,49,0,1
55,Stalemate,46000,27000,38000,19000,112,1,0
56,Stalemate,51000,33000,39000,29000,112,1,0
57,Stalemate,22000,32000,14000,24000,112,1,1
58,Stalemate,23000,38000,15000,30000,112,1,0
59,P1,64000,26000,40000,22000,43,0,0
60,Stalemate,43000,35000,39000,23000,112,1,0
61,P1,60000,14000,40000,10000,79,0,0
62,P1,84000,25000,40000,25000,53,0,0
63,Stalemate,38000,41000,30000,33000,112,1,0
64,P2,31000,68000,27000,40000,82,0,0
65,P2,47000,64000,39000,40000,96,0,0
66,P2,12000,68000,8000,40000,62,0,0
67,P1,96000,31000,40000,31000,69,0,0
68,Stalemate,28000,47000,20000,39000,112,1,0
69,Stalemate,34000,39000,22000,35000,112,1,0
70,Stalemate,35000,52000,35000,24000,112,1,0
71,Stalemate,31000,46000,23000,38000,112,1,1
72,Stalemate,51000,18000,39000,14000,112,1,0
73,P2,16000,68000,16000,40000,70,0,0
74,P1,56000,21000,40000,21000,43,0,0
75,Stalemate,39000,51000,35000,39000,112,1,1
76,Stalemate,16000,28000,12000,16000,112,1,0
77,Stalemate,47000,30000,39000,22000,112,1,0
78,P2,4000,88000,0,40000,66,0,1
79,P2,48000,72000,36000,40000,100,0,0
80,Stalemate,31000,18000,19000,14000,112,1,0
81,P1,64000,32000,40000,28000,91,0,0
82,P2,30000,76000,26000,40000,60,0,0
83,P2,41000,60000,29000,40000,96,0,0
84,Stalemate,21000,34000,13000,26000,112,1,0
85,P2,16000,68000,12000,40000,74,0,0
86,P1,76000,22000,40000,22000,67,0,1
87,P2,26000,80000,22000,40000,100,0,0
88,P1,60000,23000,40000,15000,67,0,0
89,P1,72000,25000,40000,21000,65,0,1
90,Stalemate,40000,26000,28000,22000,112,1,0
91,Stalemate,40000,24000,32000,16000,112,1,0
92,Stalemate,45000,39000,37000,31000,112,1,0
93,Stalemate,16000,51000,12000,39000,112,1,0
94,Stalemate,33000,16000,25000,8000,112,1,0
95,Stalemate,49000,26000,37000,22000,112,1,0
96,Stalemate,21000,40000,9000,36000,112,1,1
97,Stalemate,48000,31000,36000,27000,112,1,0
98,P2,29000,84000,29000,40000,86,0,1
99,Stalemate,13000,21000,9000,9000,112,1,0
100,P2,46000,64000,38000,40000,84,0,1
101,Stalemate,33000,22000,21000,18000,112,1,0
102,Stalemate,12000,13000,0,9000,112,1,1
103,Stalemate,11000,29000,3000,21000,112,1,0
104,Stalemate,38000,67000,38000,39000,112,1,0
105,P2,8000,92000,0,40000,82,0,0
106,P1,60000,9000,40000,5000,51,0,1
107,Stalemate,54000,39000,26000,39000,112,1,1
108,Stalemate,25000,34000,17000,26000,112,1,1
109,P2,41000,60000,29000,40000,80,0,0
110,Stalemate,42000,15000,34000,7000,112,1,0
111,Stalemate,47000,18000,35000,14000,112,1,0
112,Stalemate,50000,18000,38000,14000,112,1,0
113,Stalemate,47000,40000,39000,32000,112,1,1
114,P1,68000,24000,40000,20000,83,0,0
115,P1,72000,23000,40000,15000,83,0,0
116,P1,60000,20000,40000,20000,53,0,0
117,Stalemate,46000,32000,38000,24000,112,1,1
118,Stalemate,25000,32000,13000,28000,112,1,1
119,Stalemate,35000,63000,35000,35000,112,1,1
120,P2,29000,68000,29000,40000,76,0,0
121,P1,64000,32000,40000,24000,99,0,0
122,Stalemate,35000,51000,31000,39000,112,1,0
123,Stalemate,43000,51000,39000,39000,112,1,1
124,Stalemate,14000,42000,6000,34000,112,1,1
125,Stalemate,39000,31000,27000,27000,112,1,0
126,Stalemate,48000,42000,36000,38000,112,1,0
127,Stalemate,14000,47000,2000,31000,111,1,1
128,P1,60000,24000,40000,20000,67,0,0
129,Stalemate,33000,38000,21000,34000,112,1,1
130,Stalemate,17000,22000,13000,10000,112,1,1
131,Stalemate,15000,22000,7000,14000,112,1,1
132,P1,80000,29000,40000,29000,61,0,0
133,Stalemate,41000,13000,21000,5000,111,1,0
134,P2,51000,56000,39000,40000,82,0,0
135,Stalemate,30000,52000,30000,24000,112,1,1
136,Stalemate,37000,21000,29000,13000,112,1,0
137,P2,34000,60000,22000,40000,94,0,0
138,Stalemate,37000,25000,25000,21000,112,1,1
139,Stalemate,33000,42000,25000,34000,112,1,0
140,P1,68000,12000,40000,12000,67,0,0
141,P1,64000,15000,40000,15000,35,0,1
142,Stalemate,44000,41000,36000,33000,112,1,0
143,Stalemate,51000,30000,39000,26000,112,1,1
144,P2,31000,60000,23000,40000,58,0,0
145,Stalemate,48000,43000,36000,39000,112,1,0
146,Stalemate,41000,43000,33000,35000,112,1,0
147,P1,68000,10000,40000,6000,93,0,1
148,P1,64000,13000,40000,9000,73,0,1
149,Stalemate,35000,17000,27000,9000,112,1,1
150,Stalemate,31000,46000,31000,18000,112,1,1
151,P1,64000,29000,40000,25000,77,0,0
152,Stalemate,33000,39000,25000,31000,112,1,0
153,P2,26000,64000,18000,40000,98,0,0
154,P2,22000,60000,14000,40000,54,0,0
155,Stalemate,4000,39000,0,27000,112,1,0
156,Stalemate,37000,32000,29000,24000,112,1,0
157,Stalemate,18000,31000,10000,23000,112,1,1
158,P2,29000,68000,29000,40000,64,0,0
159,P1,60000,24000,40000,16000,51,0,0
160,P2,33000,64000,29000,40000,82,0,1
161,P1,60000,20000,40000,16000,51,0,1
162,P2,49000,60000,37000,40000,64,0,0
163,Stalemate,29000,23000,17000,19000,112,1,1
164,Stalemate,45000,20000,37000,12000,112,1,1
165,P2,8000,68000,8000,40000,62,0,0
166,Stalemate,47000,35000,39000,27000,112,1,1
167,P1,76000,29000,40000,25000,73,0,0
168,Stalemate,27000,46000,23000,34000,112,1,0
169,Stalemate,38000,47000,30000,39000,112,1,0
170,Stalemate,46000,38000,38000,30000,112,1,1
171,Stalemate,31000,36000,23000,28000,112,1,0
172,P1,64000,23000,40000,19000,55,0,0
173,P1,68000,42000,40000,38000,79,0,1
174,Stalemate,51000,16000,39000,12000,112,1,0
175,Stalemate,29000,19000,21000,11000,112,1,1
176,Stalemate,27000,49000,23000,37000,112,1,0
177,Stalemate,36000,32000,24000,28000,112,1,0
178,Stalemate,39000,29000,31000,21000,112,1,0
179,Stalemate,46000,26000,34000,22000,112,1,0
180,Stalemate,45000,43000,33000,39000,112,1,0
181,Stalemate,19000,56000,19000,28000,112,1,0
182,P1,68000,42000,40000,38000,97,0,0
183,Stalemate,35000,34000,27000,26000,112,1,0
184,Stalemate,44000,37000,32000,33000,112,1,0
185,P2,51000,60000,39000,40000,84,0,0
186,P2,41000,64000,33000,40000,78,0,0
187,Stalemate,37000,44000,33000,32000,112,1,0
188,Stalemate,38000,26000,34000,14000,112,1,0
189,P2,39000,80000,35000,40000,100,0,0
190,Stalemate,28000,29000,24000,17000,112,1,0
191,Stalemate,23000,5000,11000,1000,112,1,1
192,Stalemate,42000,50000,38000,38000,112,1,0
193,Stalemate,47000,44000,39000,36000,112,1,0
194,Stalemate,43000,30000,39000,18000,112,1,1
195,Stalemate,39000,50000,35000,38000,112,1,1
196,Stalemate,28000,39000,16000,35000,112,1,0
197,Stalemate,14000,51000,10000,39000,112,1,1
198,Stalemate,4000,54000,4000,26000,112,1,1
199,Stalemate,61000,17000,33000,17000,112,1,0
200,P2,35000,68000,31000,40000,82,0,0
201,P2,16000,96000,16000,40000,90,0,1
202,Stalemate,47000,17000,39000,9000,112,1,0
203,Stalemate,8000,50000,4000,38000,112,1,0
204,Stalemate,49000,30000,37000,26000,112,1,0
205,P2,29000,64000,21000,40000,58,0,0
206,P2,35000,64000,35000,40000,88,0,0
207,Stalemate,43000,47000,35000,39000,112,1,0
208,P1,64000,10000,40000,2000,99,0,0
209,P2,22000,64000,14000,40000,76,0,0
210,Stalemate,16000,51000,12000,39000,112,1,1
211,P2,31000,72000,19000,40000,96,0,0
212,Stalemate,36000,47000,28000,39000,112,1,1
213,Stalemate,43000,34000,39000,22000,112,1,0
214,P1,64000,14000,40000,6000,91,0,0
215,Stalemate,47000,40000,39000,32000,112,1,0
216,P1,56000,44000,40000,16000,91,0,0
217,Stalemate,38000,18000,30000,10000,112,1,0
218,Stalemate,25000,47000,17000,39000,112,1,0
219,P2,20000,84000,20000,40000,78,0,0
220,Stalemate,42000,47000,34000,39000,112,1,0
221,P1,68000,43000,40000,39000,93,0,0
222,P1,84000,32000,40000,32000,71,0,0
223,P1,60000,47000,40000,35000,89,0,0
224,Stalemate,46000,17000,38000,9000,112,1,1
225,P1,68000,35000,40000,31000,83,0,1
226,P2,42000,68000,38000,40000,76,0,0
227,Stalemate,41000,23000,29000,19000,112,1,0
228,Stalemate,54000,8000,26000,8000,112,1,0
229,Stalemate,43000,34000,39000,22000,112,1,1
230,P1,80000,43000,40000,39000,95,0,0
231,Stalemate,32000,61000,32000,33000,112,1,0
232,Stalemate,37000,41000,29000,33000,112,1,0
233,P1,64000,18000,40000,10000,85,0,0
234,P1,60000,37000,40000,29000,75,0,1
235,P1,76000,41000,40000,33000,87,0,0
236,Stalemate,37000,43000,29000,35000,112,1,1
237,Stalemate,43000,48000,39000,36000,112,1,0
238,Stalemate,31000,32000,23000,24000,112,1,0
239,P2,41000,60000,37000,40000,52,0,0
240,Stalemate,44000,47000,36000,39000,112,1,1
241,Stalemate,10000,16000,2000,8000,112,1,0
242,P1,68000,19000,40000,15000,81,0,0
243,P1,60000,12000,40000,8000,79,0,0
244,P1,68000,29000,40000,25000,95,0,0
245,Stalemate,38000,35000,34000,23000,112,1,0
246,P2,31000,64000,27000,40000,64,0,1
247,Stalemate,40000,12000,36000,0,112,1,1
248,P2,11000,60000,7000,40000,20,0,0
249,P1,80000,27000,40000,23000,95,0,1
250,Stalemate,23000,40000,15000,32000,112,1,1
251,P1,60000,8000,40000,4000,31,0,0
252,Stalemate,15000,41000,3000,37000,112,1,1
253,Stalemate,45000,32000,33000,28000,112,1,1
254,P2,4000,84000,0,40000,86,0,0
255,P2,27000,68000,23000,40000,86,0,0
256,P2,24000,64000,16000,40000,64,0,0
257,P2,46000,64000,38000,40000,88,0,0
258,P2,37000,60000,25000,40000,80,0,0
259,Stalemate,28000,47000,20000,39000,112,1,0
260,Stalemate,39000,45000,35000,33000,112,1,0
261,Stalemate,63000,35000,35000,35000,112,1,0
262,Stalemate,35000,39000,23000,35000,112,1,0
263,P2,25000,64000,17000,40000,56,0,0
264,P2,31000,68000,31000,40000,72,0,1
265,Stalemate,27000,33000,27000,5000,112,1,0
266,P1,84000,16000,40000,16000,95,0,0
267,Stalemate,41000,44000,33000,36000,112,1,0
268,P2,47000,60000,39000,40000,82,0,0
269,P1,60000,20000,40000,16000,49,0,0
270,Stalemate,47000,38000,39000,30000,112,1,0
271,Stalemate,14000,34000,10000,22000,112,1,0
272,Stalemate,32000,22000,24000,14000,112,1,0
273,P1,60000,16000,40000,16000,63,0,1
274,Stalemate,43000,36000,39000,24000,112,1,0
275,P2,48000,60000,36000,40000,98,0,0
276,Stalemate,39000,43000,27000,39000,112,1,0
277,Stalemate,8000,36000,0,28000,112,1,1
278,P2,37000,76000,29000,40000,100,0,0
279,Stalemate,24000,30000,16000,22000,112,1,1
280,P2,25000,60000,21000,40000,48,0,1
281,Stalemate,34000,50000,30000,38000,112,1,0
282,P2,29000,76000,25000,40000,84,0,0
283,Stalemate,23000,47000,15000,39000,112,1,0
284,P1,64000,32000,40000,24000,85,0,1
285,P1,72000,49000,40000,37000,95,0,0
286,Stalemate,6000,38000,2000,26000,112,1,0
287,Stalemate,27000,47000,19000,39000,112,1,0
288,P1,64000,20000,40000,16000,79,0,0
289,Stalemate,8000,47000,4000,35000,112,1,0
290,Stalemate,44000,28000,36000,20000,112,1,0
291,Stalemate,42000,25000,34000,17000,112,1,0
292,Stalemate,8000,51000,4000,39000,112,1,0
293,P1,60000,30000,40000,18000,91,0,0
294,P2,23000,68000,23000,40000,80,0,0
295,Stalemate,44000,38000,36000,30000,112,1,1
296,P1,64000,36000,40000,36000,71,0,0
297,Stalemate,23000,29000,19000,17000,112,1,1
298,Stalemate,50000,11000,38000,7000,112,1,0
299,Stalemate,29000,15000,21000,7000,112,1,0
300,Stalemate,38000,25000,34000,13000,112,1,0
301,P1,68000,27000,40000,23000,81,0,0
302,Stalemate,10000,26000,6000,14000,112,1,0
303,P1,60000,11000,40000,7000,55,0,1
304,P1,84000,27000,40000,27000,71,0,0
305,Stalemate,45000,33000,37000,25000,112,1,1
306,Stalemate,24000,23000,16000,15000,112,1,0
307,P2,34000,64000,26000,40000,76,0,0
308,P1,72000,24000,40000,16000,53,0,0
309,Stalemate,32000,26000,24000,18000,112,1,0
310,P2,50000,60000,38000,40000,96,0,0
311,Stalemate,36000,47000,28000,39000,112,1,0
312,Stalemate,51000,24000,39000,20000,112,1,0
313,P2,36000,56000,8000,40000,60,0,0
314,Stalemate,64000,36000,36000,36000,112,1,1
315,Stalemate,13000,46000,5000,38000,112,1,0
316,Stalemate,40000,18000,32000,10000,112,1,0
317,Stalemate,51000,45000,39000,29000,111,1,0
318,Stalemate,9000,39000,5000,27000,112,1,1
319,P2,12000,64000,8000,40000,42,0,1
320,Stalemate,22000,35000,14000,27000,112,1,0
321,Stalemate,25000,35000,21000,23000,112,1,0
322,P1,64000,37000,40000,33000,85,0,0
323,P2,16000,76000,8000,40000,87,0,0
324,P1,60000,47000,40000,35000,99,0,0
325,Stalemate,20000,46000,12000,38000,112,1,1
326,Stalemate,18000,43000,6000,39000,112,1,0
327,Stalemate,26000,13000,14000,9000,112,1,1
328,Stalemate,38000,36000,26000,32000,112,1,0
329,P1,68000,11000,40000,11000,91,0,0
330,Stalemate,50000,30000,38000,26000,112,1,1
331,P2,24000,64000,16000,40000,70,0,0
332,P2,13000,72000,1000,40000,68,0,0
333,Stalemate,47000,21000,39000,13000,112,1,0
334,Stalemate,41000,33000,33000,25000,112,1,0
335,Stalemate,47000,31000,39000,23000,112,1,0
336,P1,64000,32000,40000,28000,79,0,0
337,Stalemate,8000,50000,4000,38000,112,1,0
338,P2,30000,64000,22000,40000,74,0,0
339,P1,84000,28000,40000,28000,85,0,0
340,P1,64000,34000,40000,26000,93,0,0
341,P2,18000,68000,18000,40000,80,0,1
342,Stalemate,12000,12000,8000,0,112,1,1
343,Stalemate,25000,33000,17000,25000,112,1,1
344,Stalemate,38000,35000,34000,23000,112,1,0
345,Stalemate,43000,45000,39000,33000,112,1,1
346,P2,17000,68000,17000,40000,68,0,1
347,P1,76000,27000,40000,19000,67,0,0
348,P2,25000,68000,21000,40000,72,0,0
349,P2,11000,76000,7000,40000,86,0,1
350,P2,35000,92000,31000,40000,100,0,0
351,Stalemate,39000,29000,35000,17000,112,1,0
352,P1,64000,11000,40000,7000,65,0,1
353,Stalemate,49000,3000,21000,3000,112,1,0
354,Stalemate,39000,36000,31000,28000,112,1,0
355,P1,76000,42000,40000,38000,59,0,0
356,Stalemate,41000,50000,37000,38000,112,1,0
357,Stalemate,51000,22000,39000,18000,112,1,1
358,P1,64000,17000,40000,17000,53,0,0
359,P2,37000,56000,25000,40000,82,0,0
360,Stalemate,46000,21000,38000,13000,112,1,0
361,Stalemate,46000,24000,38000,16000,112,1,0
362,Stalemate,38000,37000,34000,25000,112,1,0
363,P2,24000,84000,24000,40000,88,0,0
364,P2,23000,68000,19000,40000,88,0,0
365,P2,15000,60000,11000,40000,86,0,0
366,P2,16000,84000,16000,40000,96,0,0
367,P2,43000,68000,39000,40000,86,0,0
368,Stalemate,42000,26000,34000,18000,112,1,1
369,Stalemate,17000,47000,9000,39000,112,1,1
370,Stalemate,46000,40000,38000,32000,112,1,0
371,Stalemate,51000,42000,39000,38000,112,1,0
372,Stalemate,40000,47000,32000,39000,112,1,0
373,Stalemate,33000,47000,25000,39000,112,1,0
374,P1,68000,17000,40000,13000,87,0,0
375,P1,60000,11000,40000,11000,55,0,0
376,Stalemate,39000,51000,35000,39000,112,1,0
377,Stalemate,20000,59000,12000,39000,111,1,0
378,P1,64000,5000,40000,1000,49,0,1
379,Stalemate,15000,43000,11000,31000,112,1,0
380,P2,21000,64000,17000,40000,66,0,0
381,Stalemate,18000,17000,10000,9000,112,1,1
382,Stalemate,29000,20000,21000,12000,112,1,1
383,P1,64000,11000,40000,7000,61,0,0
384,P1,84000,0,40000,0,59,0,1
385,P1,68000,33000,40000,29000,99,0,0
386,P1,76000,33000,40000,25000,87,0,0
387,P1,60000,9000,40000,9000,79,0,0
388,P2,15000,64000,15000,40000,82,0,0
389,Stalemate,17000,20000,9000,12000,112,1,1
390,Stalemate,9000,43000,1000,35000,112,1,1
391,Stalemate,25000,24000,17000,16000,112,1,1
392,Stalemate,20000,15000,8000,11000,112,1,1
393,Stalemate,24000,46000,20000,34000,112,1,0
394,Stalemate,49000,18000,37000,14000,112,1,1
395,Stalemate,36000,29000,24000,25000,112,1,1
396,P1,60000,21000,40000,17000,61,0,0
397,Stalemate,18000,8000,10000,0,112,1,1
398,Stalemate,29000,25000,21000,17000,112,1,1
399,Stalemate,51000,29000,39000,25000,112,1,0
400,P2,31000,64000,31000,40000,62,0,0
401,Stalemate,17000,47000,9000,39000,112,1,1
402,P2,33000,60000,21000,40000,96,0,0
403,P1,68000,30000,40000,30000,71,0,1
404,P1,60000,42000,40000,34000,83,0,0
405,P1,76000,22000,40000,14000,65,0,0
406,Stalemate,37000,30000,29000,22000,112,1,0
407,P1,60000,33000,40000,25000,53,0,0
408,Stalemate,26000,51000,22000,39000,112,1,0
409,Stalemate,45000,47000,37000,39000,112,1,0
410,Stalemate,51000,41000,39000,37000,112,1,0
411,Stalemate,43000,40000,39000,28000,112,1,0
412,Stalemate,66000,6000,38000,6000,112,1,0
413,P2,47000,60000,35000,40000,86,0,0
414,Stalemate,45000,34000,37000,26000,112,1,1
415,P2,29000,64000,25000,40000,54,0,0
416,P1,72000,29000,40000,21000,79,0,0
417,P1,64000,31000,40000,23000,93,0,0
418,P2,37000,76000,29000,40000,80,0,0
419,Stalemate,25000,51000,21000,39000,112,1,1
420,Stalemate,51000,17000,39000,13000,112,1,0
421,Stalemate,8000,35000,0,27000,112,1,1
422,Stalemate,25000,21000,13000,17000,112,1,0
423,P2,12000,64000,4000,40000,68,0,0
424,Stalemate,47000,24000,35000,20000,112,1,0
425,P2,43000,60000,35000,40000,94,0,0
426,Stalemate,34000,14000,22000,10000,112,1,0
427,Stalemate,13000,20000,5000,12000,112,1,0
428,P1,64000,39000,40000,35000,63,0,0
429,P1,68000,38000,40000,34000,83,0,0
430,Stalemate,37000,26000,29000,18000,112,1,1
431,P1,72000,17000,40000,13000,59,0,1
432,Stalemate,45000,35000,33000,31000,112,1,1
433,P2,4000,84000,0,40000,46,0,1
434,P1,64000,26000,40000,22000,65,0,0
435,Stalemate,18000,44000,10000,36000,112,1,0
436,Stalemate,28000,34000,16000,30000,112,1,0
437,Stalemate,23000,15000,19000,3000,112,1,0
438,Stalemate,23000,67000,23000,39000,112,1,0
439,Stalemate,15000,43000,11000,31000,112,1,0
440,P2,29000,64000,25000,40000,56,0,0
441,P2,8000,104000,0,40000,55,0,0
442,Stalemate,33000,21000,29000,9000,112,1,0
443,Stalemate,50000,27000,38000,23000,112,1,0
444,Stalemate,46000,41000,38000,33000,112,1,1
445,P1,68000,5000,40000,1000,91,0,1
446,Stalemate,17000,50000,13000,38000,112,1,0
447,Stalemate,36000,29000,28000,21000,112,1,1
448,P1,88000,0,40000,0,75,0,1
449,Stalemate,8000,51000,4000,39000,112,1,1
450,P2,32000,64000,24000,40000,96,0,0
451,P1,60000,39000,40000,31000,73,0,0
452,P1,68000,23000,40000,19000,47,0,0
453,Stalemate,47000,19000,39000,11000,112,1,0
454,P2,5000,60000,1000,40000,34,0,1
455,Stalemate,39000,19000,31000,11000,112,1,0
456,Stalemate,25000,22000,17000,14000,112,1,1
457,Stalemate,32000,38000,24000,18000,111,1,0
458,P1,68000,6000,40000,6000,53,0,1
459,Stalemate,47000,45000,39000,37000,112,1,1
460,P1,60000,39000,40000,31000,87,0,0
461,Stalemate,42000,40000,34000,32000,112,1,0
462,P1,64000,14000,40000,14000,57,0,1
463,P1,88000,0,40000,0,51,0,1
464,P1,68000,20000,40000,20000,39,0,0
465,Stalemate,19000,48000,15000,36000,112,1,1
466,Stalemate,40000,25000,36000,13000,112,1,0
467,P1,64000,25000,40000,17000,59,0,0
468,Stalemate,48000,28000,36000,24000,112,1,0
469,Stalemate,39000,64000,39000,36000,112,1,0
470,P1,60000,21000,40000,17000,61,0,0
471,Stalemate,34000,28000,22000,24000,112,1,0
472,P1,72000,24000,40000,24000,61,0,0
473,P2,35000,68000,31000,40000,88,0,0
474,Stalemate,38000,33000,26000,29000,112,1,0
475,P2,42000,68000,38000,40000,80,0,1
476,P1,80000,31000,40000,27000,67,0,0
477,Stalemate,38000,22000,10000,22000,112,1,0
478,Stalemate,34000,46000,26000,38000,112,1,0
479,Stalemate,41000,39000,33000,31000,112,1,0
480,P1,64000,7000,40000,7000,57,0,1
481,P2,27000,64000,27000,40000,68,0,0
482,P2,31000,88000,23000,40000,100,0,0
483,Stalemate,25000,42000,17000,34000,112,1,0
484,P1,64000,12000,40000,4000,99,0,0
485,Stalemate,39000,44000,35000,32000,112,1,0
486,Stalemate,47000,45000,39000,37000,112,1,1
487,P1,72000,42000,40000,38000,69,0,0
488,P1,56000,45000,40000,33000,79,0,0
489,P1,64000,34000,40000,34000,69,0,0
490,P2,23000,80000,19000,40000,88,0,1
491,P2,35000,68000,31000,40000,80,0,1
492,P1,64000,40000,40000,36000,87,0,0
493,Stalemate,14000,24000,6000,16000,112,1,0
494,Stalemate,39000,27000,35000,15000,112,1,0
495,Stalemate,33000,46000,25000,38000,112,1,1
496,P2,25000,80000,21000,40000,100,0,1
497,Stalemate,50000,21000,38000,17000,112,1,0
498,P1,76000,27000,40000,19000,69,0,0
499,Stalemate,15000,46000,15000,18000,112,1,0
500,P1,60000,46000,40000,34000,77,0,0
501,P1,64000,23000,40000,15000,77,0,1
502,Stalemate,48000,34000,36000,30000,112,1,0
503,Stalemate,44000,24000,36000,16000,112,1,1
504,Stalemate,39000,43000,31000,35000,112,1,0
505,Stalemate,16000,36000,8000,28000,112,1,1
506,P1,60000,26000,40000,26000,53,0,0
507,Stalemate,19000,59000,19000,31000,112,1,0
508,Stalemate,41000,51000,37000,39000,112,1,0
509,Stalemate,38000,47000,30000,39000,112,1,0
510,P2,25000,76000,17000,40000,94,0,0
511,Stalemate,47000,19000,39000,11000,112,1,0
512,Stalemate,13000,45000,9000,33000,112,1,0
513,Stalemate,44000,30000,32000,26000,112,1,1
514,P2,43000,60000,31000,40000,84,0,0
515,Stalemate,30000,31000,22000,23000,112,1,1
516,Stalemate,38000,38000,26000,34000,112,1,0
517,Stalemate,43000,45000,35000,37000,112,1,0
518,Stalemate,42000,40000,30000,36000,112,1,0
519,Stalemate,40000,40000,28000,36000,112,1,0
520,P2,29000,60000,21000,40000,82,0,1
521,Stalemate,38000,49000,34000,37000,112,1,1
522,Stalemate,29000,19000,17000,15000,112,1,1
523,P2,33000,84000,33000,40000,98,0,0
524,P2,23000,72000,11000,40000,100,0,0
525,P1,64000,14000,40000,14000,63,0,1
526,P2,45000,64000,37000,40000,94,0,0
527,Stalemate,33000,42000,25000,34000,112,1,0
528,Stalemate,7000,30000,3000,18000,112,1,1
529,P2,21000,60000,17000,40000,40,0,1
530,P1,64000,26000,40000,22000,89,0,0
531,P1,80000,16000,40000,12000,61,0,0
532,Stalemate,30000,35000,18000,31000,112,1,1
533,Stalemate,65000,38000,37000,38000,112,1,1
534,Stalemate,42000,21000,34000,13000,112,1,1
535,Stalemate,31000,34000,27000,22000,112,1,1
536,Stalemate,50000,7000,38000,3000,112,1,1
537,P1,64000,29000,40000,21000,89,0,0
538,P1,56000,40000,40000,12000,81,0,0
539,Stalemate,41000,23000,29000,19000,112,1,0
540,Stalemate,28000,29000,24000,17000,112,1,0
541,Stalemate,62000,39000,34000,39000,112,1,0
542,Stalemate,20000,15000,8000,11000,112,1,1
543,P1,68000,39000,40000,35000,99,0,0
544,Stalemate,29000,15000,17000,11000,112,1,0
545,Stalemate,12000,40000,8000,28000,112,1,1
546,P1,76000,41000,40000,33000,95,0,0
547,Stalemate,22000,4000,10000,0,112,1,1
548,Stalemate,18000,22000,6000,18000,112,1,0
549,P2,14000,68000,10000,40000,66,0,1
550,P1,64000,16000,40000,12000,65,0,1
551,P2,26000,64000,18000,40000,72,0,1
552,P1,80000,24000,40000,20000,99,0,0
553,P1,64000,17000,40000,13000,61,0,0
554,Stalemate,12000,36000,4000,28000,112,1,1
555,P2,16000,64000,12000,40000,72,0,1
556,Stalemate,67000,13000,39000,13000,112,1,1
557,Stalemate,50000,35000,38000,31000,112,1,0
558,P1,64000,10000,40000,6000,69,0,1
559,P1,60000,32000,40000,28000,57,0,0
560,P2,10000,84000,10000,40000,84,0,0
561,P2,22000,96000,22000,40000,84,0,1
562,Stalemate,54000,19000,26000,19000,112,1,0
563,P2,0,84000,0,40000,34,0,1
564,Stalemate,47000,43000,39000,35000,112,1,0
565,P2,14000,60000,6000,40000,52,0,0
