game_id,winner,p1_score,p2_score,p1_distance,p2_distance,turns,stalemate,locked_players
4052,Stalemate,17000,27000,5000,23000,112,1,0
4053,Stalemate,46000,19000,34000,15000,112,1,1
4054,P1,60000,20000,40000,12000,45,0,1
4055,P1,60000,29000,40000,21000,47,0,0
4056,P1,64000,22000,40000,22000,47,0,0
4057,P2,30000,64000,26000,40000,68,0,0
4058,P2,21000,76000,13000,40000,100,0,0
4059,P2,35000,68000,31000,40000,90,0,0
4060,Stalemate,30000,27000,22000,19000,112,1,0
4061,Stalemate,39000,43000,27000,39000,112,1,0
4062,P1,60000,22000,40000,14000,41,0,1
4063,Stalemate,45000,47000,37000,39000,112,1,0
4064,P2,38000,60000,34000,40000,72,0,0
4065,Stalemate,38000,37000,30000,29000,112,1,1
4066,P1,60000,46000,40000,34000,99,0,0
4067,P2,26000,56000,18000,40000,64,0,0
4068,Stalemate,42000,45000,38000,33000,112,1,0
4069,Stalemate,30000,36000,22000,28000,112,1,1
4070,P2,31000,68000,27000,40000,78,0,0
4071,P2,26000,64000,26000,40000,80,0,0
4072,P1,60000,26000,40000,18000,59,0,1
4073,Stalemate,41000,38000,29000,34000,112,1,0
4074,P1,68000,26000,40000,22000,59,0,0
4075,Stalemate,36000,40000,32000,28000,112,1,0
4076,Stalemate,22000,51000,18000,39000,112,1,0
4077,Stalemate,38000,22000,26000,18000,112,1,0
4078,Stalemate,28000,30000,20000,22000,112,1,0
4079,P1,96000,28000,40000,28000,51,0,0
4080,P1,80000,8000,40000,0,67,0,1
4081,Stalemate,9000,32000,5000,20000,112,1,1
4082,P2,30000,64000,26000,40000,52,0,0
4083,P2,43000,60000,39000,40000,66,0,0
4084,P1,68000,15000,40000,11000,93,0,0
4085,P1,72000,49000,40000,37000,101,0,0
4086,Stalemate,28000,14000,20000,6000,112,1,0
4087,Stalemate,47000,45000,39000,37000,112,1,1
4088,P2,25000,64000,25000,40000,78,0,1
4089,Stalemate,12000,35000,0,31000,112,1,1
4090,P1,64000,12000,40000,12000,43,0,1
4091,Stalemate,31000,37000,19000,33000,112,1,0
4092,Stalemate,47000,46000,39000,38000,112,1,0
4093,Stalemate,28000,47000,20000,39000,112,1,0
4094,Stalemate,28000,67000,28000,39000,112,1,1
4095,P1,64000,19000,40000,11000,71,0,0
4096,P2,21000,68000,21000,40000,52,0,0
4097,P2,21000,84000,21000,40000,98,0,0
4098,P2,11000,68000,11000,40000,78,0,0
4099,P1,68000,21000,40000,21000,79,0,0
4100,P1,68000,20000,40000,16000,87,0,0
4101,P2,33000,68000,29000,40000,96,0,0
4102,Stalemate,40000,41000,36000,29000,112,1,1
4103,P1,60000,7000,40000,3000,85,0,0
4104,P1,84000,33000,40000,33000,83,0,0
4105,P1,60000,11000,40000,7000,47,0,1
4106,Stalemate,19000,51000,15000,39000,112,1,0
4107,P2,26000,64000,22000,40000,50,0,0
4108,Stalemate,43000,51000,39000,39000,112,1,0
4109,P2,33000,64000,33000,40000,52,0,1
4110,P1,84000,13000,40000,13000,97,0,1
4111,P2,38000,68000,34000,40000,84,0,0
4112,P2,21000,64000,21000,40000,72,0,0
4113,P2,10000,56000,6000,40000,44,0,0
4114,Stalemate,35000,49000,31000,37000,112,1,0
4115,P2,45000,64000,37000,40000,98,0,0
4116,P1,64000,24000,40000,16000,63,0,0
4117,Stalemate,43000,47000,35000,39000,112,1,0
4118,Stalemate,51000,38000,39000,34000,112,1,0
4119,P2,32000,72000,24000,40000,38,0,0
4120,Stalemate,25000,35000,17000,27000,112,1,1
4121,Stalemate,47000,16000,19000,16000,112,1,0
4122,P1,76000,25000,40000,21000,55,0,0
4123,P1,60000,27000,40000,19000,75,0,1
4124,Stalemate,40000,39000,12000,39000,112,1,0
4125,Stalemate,46000,45000,38000,37000,112,1,1
4126,P2,15000,64000,11000,40000,94,0,1
4127,P2,3000,68000,3000,40000,60,0,1
4128,P2,13000,80000,9000,40000,98,0,0
4129,P2,34000,68000,30000,40000,82,0,0
4130,Stalemate,17000,35000,5000,31000,112,1,0
4131,P2,30000,64000,26000,40000,64,0,0
4132,P2,11000,64000,7000,40000,82,0,1
4133,P1,64000,26000,40000,18000,81,0,0
4134,P1,64000,28000,40000,20000,85,0,0
4135,P1,56000,35000,40000,27000,69,0,0
4136,Stalemate,35000,30000,27000,22000,112,1,0
4137,Stalemate,20000,46000,12000,38000,112,1,1
4138,P1,68000,10000,40000,6000,91,0,0
4139,Stalemate,45000,33000,37000,25000,112,1,1
4140,P1,60000,11000,40000,11000,39,0,0
4141,P2,20000,68000,20000,40000,96,0,1
4142,Stalemate,43000,47000,39000,35000,112,1,0
4143,Stalemate,49000,14000,37000,10000,112,1,1
4144,Stalemate,67000,0,39000,0,112,1,1
4145,P1,68000,22000,40000,18000,91,0,0
4146,Stalemate,43000,21000,35000,13000,112,1,0
4147,P2,40000,64000,36000,40000,76,0,1
4148,Stalemate,51000,22000,39000,18000,112,1,0
4149,Stalemate,43000,47000,35000,39000,112,1,0
4150,P1,64000,7000,40000,3000,63,0,0
4151,Stalemate,34000,32000,26000,24000,112,1,0
4152,P2,34000,68000,30000,40000,60,0,0
4153,P1,60000,40000,40000,28000,45,0,0
4154,Stalemate,24000,30000,12000,26000,112,1,0
4155,P1,72000,41000,40000,29000,93,0,0
4156,Stalemate,20000,55000,16000,31000,111,1,0
4157,P2,35000,80000,31000,40000,82,0,0
4158,P2,30000,60000,26000,40000,44,0,0
4159,P1,64000,28000,40000,20000,85,0,0
4160,Stalemate,29000,30000,21000,22000,112,1,0
4161,P1,64000,5000,40000,1000,75,0,0
4162,P1,80000,16000,40000,12000,83,0,0
4163,P2,20000,64000,16000,40000,58,0,1
4164,Stalemate,47000,22000,39000,14000,112,1,0
4165,P1,64000,24000,40000,24000,73,0,0
4166,P1,84000,14000,40000,14000,37,0,0
4167,Stalemate,37000,23000,29000,15000,112,1,0
4168,Stalemate,28000,8000,20000,0,112,1,0
4169,Stalemate,14000,42000,2000,38000,112,1,0
4170,P1,76000,39000,40000,35000,77,0,1
4171,P2,28000,80000,24000,40000,81,0,0
4172,P2,31000,68000,27000,40000,98,0,0
4173,Stalemate,28000,46000,20000,38000,112,1,0
4174,P2,19000,68000,15000,40000,58,0,0
4175,Stalemate,24000,27000,20000,15000,112,1,0
4176,P2,29000,92000,25000,40000,100,0,1
4177,Stalemate,38000,12000,26000,8000,112,1,1
4178,Stalemate,49000,42000,37000,38000,112,1,0
4179,P1,68000,36000,40000,36000,93,0,0
4180,P2,43000,68000,39000,40000,98,0,0
4181,P1,60000,17000,40000,13000,63,0,0
4182,P2,41000,64000,37000,40000,60,0,1
4183,P2,19000,60000,11000,40000,66,0,0
4184,P1,60000,51000,40000,39000,59,0,0
4185,Stalemate,27000,47000,19000,39000,112,1,0
4186,Stalemate,31000,41000,27000,29000,112,1,0
4187,P2,40000,64000,32000,40000,92,0,0
4188,Stalemate,36000,33000,28000,25000,112,1,0
4189,P1,96000,16000,40000,16000,77,0,0
4190,Stalemate,41000,51000,37000,39000,112,1,0
4191,Stalemate,44000,41000,36000,33000,112,1,0
4192,P1,76000,47000,40000,39000,91,0,0
4193,Stalemate,36000,64000,36000,36000,112,1,0
4194,P2,16000,76000,8000,40000,100,0,0
4195,Stalemate,51000,41000,39000,37000,112,1,0
4196,Stalemate,48000,35000,36000,31000,112,1,0
4197,Stalemate,43000,46000,39000,34000,112,1,0
4198,P1,60000,21000,40000,13000,55,0,0
4199,Stalemate,33000,28000,21000,24000,112,1,0
4200,P1,64000,26000,40000,22000,75,0,0
4201,P1,96000,6000,40000,6000,71,0,1
4202,Stalemate,67000,7000,39000,7000,112,1,1
4203,Stalemate,33000,43000,21000,39000,112,1,0
4204,P1,64000,22000,40000,14000,71,0,0
4205,Stalemate,37000,46000,33000,34000,112,1,1
4206,P2,8000,88000,8000,40000,87,0,0
4207,P1,60000,25000,40000,13000,89,0,0
4208,P1,60000,35000,40000,31000,71,0,0
4209,P1,64000,22000,40000,14000,53,0,0
4210,P2,38000,60000,34000,40000,72,0,1
4211,P1,60000,39000,40000,27000,81,0,0
4212,P2,31000,80000,27000,40000,98,0,1
4213,P1,64000,35000,40000,35000,47,0,0
4214,Stalemate,21000,49000,17000,37000,112,1,1
4215,P1,72000,16000,40000,16000,51,0,1
4216,Stalemate,44000,47000,36000,39000,112,1,0
4217,P2,37000,64000,29000,40000,72,0,0
4218,Stalemate,36000,49000,32000,37000,112,1,0
4219,Stalemate,26000,8000,18000,0,112,1,1
4220,Stalemate,24000,59000,24000,31000,112,1,0
4221,Stalemate,36000,27000,28000,19000,112,1,0
4222,Stalemate,33000,43000,25000,35000,112,1,1
4223,Stalemate,35000,22000,27000,14000,112,1,1
4224,Stalemate,47000,31000,39000,23000,112,1,1
4225,P2,6000,64000,2000,40000,58,0,1
4226,P2,8000,84000,0,40000,90,0,1
4227,P2,48000,60000,36000,40000,80,0,0
4228,Stalemate,20000,36000,12000,28000,112,1,1
4229,Stalemate,33000,42000,25000,34000,112,1,1
4230,P2,24000,76000,16000,40000,96,0,0
4231,Stalemate,67000,27000,39000,27000,112,1,1
4232,Stalemate,45000,36000,33000,32000,112,1,0
4233,Stalemate,12000,29000,0,25000,112,1,1
4234,Stalemate,36000,35000,24000,31000,112,1,1
4235,P1,60000,30000,40000,22000,65,0,0
4236,P2,27000,64000,23000,40000,60,0,0
4237,Stalemate,36000,27000,32000,15000,112,1,0
4238,Stalemate,25000,51000,21000,39000,112,1,0
4239,Stalemate,29000,30000,17000,26000,112,1,0
4240,P2,21000,68000,13000,40000,74,0,0
4241,Stalemate,51000,17000,39000,13000,112,1,0
4242,P2,23000,64000,23000,40000,46,0,0
4243,Stalemate,17000,67000,17000,39000,112,1,0
4244,Stalemate,25000,29000,21000,17000,112,1,0
4245,Stalemate,43000,21000,31000,17000,112,1,0
4246,P1,68000,25000,40000,21000,57,0,0
4247,Stalemate,20000,51000,16000,39000,112,1,1
4248,Stalemate,48000,43000,36000,39000,112,1,1
4249,Stalemate,25000,45000,17000,37000,112,1,0
4250,Stalemate,32000,37000,24000,29000,112,1,0
4251,P2,43000,68000,39000,40000,82,0,0
4252,P1,80000,4000,40000,0,49,0,1
4253,Stalemate,46000,17000,38000,9000,112,1,0
4254,Stalemate,28000,29000,24000,17000,112,1,0
4255,Stalemate,40000,17000,28000,13000,112,1,0
4256,Stalemate,20000,6000,8000,2000,112,1,0
4257,P1,64000,33000,40000,25000,83,0,1
4258,P2,18000,64000,10000,40000,66,0,0
4259,Stalemate,44000,30000,36000,22000,112,1,1
4260,P2,35000,80000,31000,40000,70,0,0
4261,Stalemate,26000,46000,18000,38000,112,1,0
4262,P1,64000,27000,40000,19000,79,0,0
4263,Stalemate,43000,24000,31000,20000,112,1,0
4264,Stalemate,35000,42000,23000,38000,112,1,0
4265,P1,64000,35000,40000,31000,65,0,0
4266,Stalemate,16000,24000,8000,16000,112,1,1
4267,Stalemate,66000,37000,38000,37000,112,1,0
4268,Stalemate,41000,42000,37000,30000,112,1,0
4269,P1,84000,30000,40000,30000,95,0,1
4270,Stalemate,45000,40000,37000,32000,112,1,0
4271,Stalemate,39000,50000,35000,38000,112,1,0
4272,Stalemate,24000,24000,12000,20000,112,1,0
4273,Stalemate,45000,24000,33000,20000,112,1,0
4274,Stalemate,40000,30000,32000,22000,112,1,0
4275,Stalemate,25000,27000,17000,19000,112,1,0
4276,P1,64000,31000,40000,27000,51,0,0
4277,Stalemate,42000,18000,34000,10000,112,1,0
4278,P2,24000,64000,20000,40000,64,0,1
4279,P1,64000,24000,40000,16000,67,0,1
4280,Stalemate,36000,67000,36000,39000,112,1,1
4281,Stalemate,27000,15000,15000,11000,112,1,0
4282,P2,22000,76000,22000,40000,66,0,0
4283,Stalemate,4000,61000,4000,33000,112,1,0
4284,Stalemate,37000,18000,25000,14000,112,1,0
4285,P2,36000,64000,28000,40000,94,0,0
4286,P2,20000,64000,16000,40000,94,0,1
4287,P2,21000,68000,21000,40000,74,0,0
4288,Stalemate,29000,56000,29000,28000,112,1,0
4289,Stalemate,50000,22000,38000,18000,112,1,0
4290,Stalemate,15000,26000,3000,22000,112,1,1
4291,P1,60000,29000,40000,21000,85,0,0
4292,P2,2000,68000,2000,40000,58,0,1
4293,Stalemate,24000,45000,16000,37000,112,1,0
4294,P2,32000,64000,24000,40000,94,0,0
4295,P2,7000,68000,3000,40000,68,0,0
4296,P1,68000,33000,40000,33000,83,0,0
4297,Stalemate,41000,31000,37000,19000,112,1,0
4298,Stalemate,38000,61000,38000,33000,112,1,0
4299,Stalemate,43000,44000,39000,32000,112,1,0
4300,Stalemate,40000,51000,36000,39000,112,1,0
4301,Stalemate,45000,41000,33000,37000,112,1,0
4302,Stalemate,43000,48000,39000,36000,112,1,0
4303,Stalemate,51000,21000,39000,17000,112,1,1
4304,Stalemate,64000,16000,36000,16000,112,1,0
4305,Stalemate,15000,40000,11000,28000,112,1,1
4306,P2,10000,68000,6000,40000,82,0,0
4307,P1,76000,6000,40000,6000,83,0,1
4308,Stalemate,45000,22000,37000,14000,112,1,1
4309,P1,60000,17000,40000,5000,77,0,1
4310,Stalemate,15000,49000,11000,37000,112,1,0
4311,Stalemate,50000,33000,38000,29000,112,1,0
4312,Stalemate,48000,29000,36000,25000,112,1,0
4313,Stalemate,34000,45000,26000,37000,112,1,1
4314,Stalemate,38000,47000,30000,39000,112,1,0
4315,Stalemate,51000,9000,39000,5000,112,1,0
4316,Stalemate,50000,23000,38000,19000,112,1,0
4317,Stalemate,43000,27000,31000,23000,112,1,0
4318,P2,26000,80000,22000,40000,94,0,0
4319,Stalemate,30000,27000,22000,19000,112,1,1
4320,P2,31000,76000,23000,40000,95,0,0
4321,Stalemate,43000,50000,39000,38000,112,1,1
4322,Stalemate,43000,28000,39000,16000,112,1,0
4323,P1,60000,41000,40000,29000,97,0,0
4324,Stalemate,45000,47000,37000,39000,112,1,0
4325,Stalemate,40000,47000,32000,39000,112,1,0
4326,P1,68000,7000,40000,7000,97,0,1
4327,Stalemate,28000,47000,20000,39000,112,1,0
4328,P2,37000,84000,37000,40000,56,0,0
4329,Stalemate,41000,51000,37000,39000,112,1,0
4330,Stalemate,24000,40000,20000,28000,112,1,0
4331,P1,68000,35000,40000,31000,53,0,0
4332,Stalemate,21000,43000,13000,35000,112,1,0
4333,Stalemate,42000,35000,30000,31000,112,1,0
4334,P1,68000,10000,40000,6000,63,0,1
4335,P2,4000,88000,0,40000,62,0,1
4336,Stalemate,4000,37000,0,25000,112,1,1
4337,P1,76000,19000,40000,15000,71,0,0
4338,Stalemate,50000,19000,38000,15000,112,1,1
4339,Stalemate,43000,17000,31000,13000,112,1,1
4340,Stalemate,30000,25000,22000,17000,112,1,0
4341,P1,60000,34000,40000,26000,67,0,0
4342,Stalemate,31000,39000,27000,27000,112,1,0
4343,Stalemate,50000,42000,38000,38000,112,1,0
4344,Stalemate,35000,33000,23000,29000,112,1,0
4345,Stalemate,30000,35000,26000,23000,112,1,1
4346,Stalemate,25000,40000,17000,32000,112,1,1
4347,P2,31000,64000,27000,40000,92,0,0
4348,Stalemate,46000,24000,38000,16000,112,1,0
4349,P2,19000,56000,19000,40000,50,0,1
4350,P2,38000,68000,34000,40000,98,0,1
4351,Stalemate,36000,39000,8000,39000,112,1,1
4352,Stalemate,30000,36000,26000,24000,112,1,0
4353,Stalemate,26000,12000,22000,0,112,1,1
4354,Stalemate,46000,34000,38000,26000,112,1,1
4355,Stalemate,33000,41000,33000,13000,112,1,0
4356,Stalemate,33000,37000,21000,33000,112,1,0
4357,Stalemate,20000,50000,16000,38000,112,1,0
4358,Stalemate,35000,36000,23000,32000,112,1,0
4359,Stalemate,45000,38000,33000,34000,112,1,0
4360,Stalemate,16000,21000,12000,9000,112,1,1
4361,Stalemate,42000,37000,34000,29000,112,1,0
4362,P1,64000,24000,40000,16000,73,0,0
4363,P2,23000,60000,15000,40000,70,0,0
4364,P2,37000,68000,33000,40000,94,0,0
4365,Stalemate,51000,40000,39000,36000,112,1,1
4366,P1,60000,36000,40000,32000,89,0,1
4367,P2,16000,60000,12000,40000,48,0,1
4368,Stalemate,24000,24000,16000,16000,112,1,0
4369,Stalemate,47000,28000,39000,20000,112,1,1
4370,Stalemate,48000,41000,36000,37000,112,1,0
4371,P1,68000,35000,40000,35000,81,0,1
4372,Stalemate,50000,22000,38000,18000,112,1,0
4373,Stalemate,12000,44000,12000,16000,112,1,0
4374,P2,20000,64000,20000,40000,58,0,1
4375,Stalemate,36000,40000,28000,32000,112,1,0
4376,P2,18000,64000,14000,40000,64,0,1
4377,P2,8000,60000,4000,40000,48,0,1
4378,P2,34000,68000,30000,40000,80,0,0
4379,P2,26000,60000,18000,40000,72,0,0
4380,P1,80000,0,40000,0,47,0,1
4381,Stalemate,22000,26000,14000,18000,112,1,0
4382,Stalemate,41000,37000,37000,25000,112,1,0
4383,P2,33000,80000,29000,40000,94,0,0
4384,Stalemate,33000,43000,29000,31000,112,1,0
4385,P2,17000,68000,17000,40000,56,0,0
4386,Stalemate,35000,23000,23000,19000,112,1,1
4387,Stalemate,46000,46000,38000,38000,112,1,0
4388,Stalemate,37000,27000,33000,15000,112,1,1
4389,Stalemate,20000,11000,12000,3000,112,1,1
4390,Stalemate,33000,45000,25000,37000,112,1,0
4391,Stalemate,19000,51000,15000,39000,112,1,0
4392,Stalemate,21000,25000,17000,13000,112,1,0
4393,P1,80000,0,40000,0,35,0,1
4394,Stalemate,39000,22000,31000,14000,112,1,0
4395,Stalemate,18000,9000,6000,5000,112,1,0
4396,Stalemate,9000,47000,5000,35000,112,1,0
4397,P2,11000,84000,11000,40000,86,0,1
4398,P1,64000,32000,40000,28000,45,0,0
4399,P1,68000,26000,40000,22000,91,0,1
4400,P1,84000,16000,40000,16000,73,0,0
4401,Stalemate,29000,37000,25000,25000,112,1,0
4402,Stalemate,43000,48000,39000,36000,112,1,0
4403,P2,9000,96000,9000,40000,76,0,0
4404,P1,56000,33000,40000,25000,77,0,0
4405,P1,64000,24000,40000,24000,81,0,0
4406,Stalemate,26000,66000,26000,38000,112,1,0
4407,P2,10000,68000,6000,40000,84,0,1
4408,Stalemate,38000,30000,26000,26000,112,1,1
4409,Stalemate,26000,34000,22000,22000,112,1,0
4410,Stalemate,22000,18000,10000,14000,112,1,0
4411,Stalemate,51000,29000,39000,25000,112,1,0
4412,Stalemate,23000,8000,15000,0,112,1,0
4413,P2,39000,76000,31000,40000,100,0,0
4414,Stalemate,10000,22000,6000,10000,112,1,1
4415,Stalemate,38000,21000,30000,13000,112,1,0
4416,Stalemate,51000,29000,39000,25000,112,1,0
4417,P1,68000,18000,40000,14000,91,0,0
4418,P1,64000,15000,40000,11000,91,0,0
4419,Stalemate,41000,37000,37000,25000,112,1,0
4420,Stalemate,14000,55000,14000,27000,112,1,0
4421,P2,43000,64000,39000,40000,80,0,1
4422,P2,23000,76000,15000,40000,94,0,0
4423,P2,39000,68000,35000,40000,74,0,0
4424,P2,29000,68000,25000,40000,78,0,1
4425,P1,60000,47000,40000,39000,97,0,0
4426,P1,68000,5000,40000,5000,61,0,1
4427,Stalemate,42000,40000,38000,28000,112,1,0
4428,Stalemate,33000,23000,29000,11000,112,1,0
4429,P1,84000,31000,40000,31000,65,0,0
4430,Stalemate,33000,27000,21000,23000,112,1,0
4431,Stalemate,34000,46000,26000,38000,112,1,0
4432,P1,68000,19000,40000,15000,77,0,0
4433,Stalemate,21000,51000,17000,39000,112,1,0
4434,P1,64000,39000,40000,35000,69,0,0
4435,P2,41000,64000,37000,40000,72,0,0
4436,P2,19000,68000,15000,40000,90,0,0
4437,Stalemate,23000,66000,23000,38000,112,1,1
4438,Stalemate,65000,28000,37000,28000,112,1,0
4439,P1,80000,13000,40000,13000,61,0,0
4440,P1,60000,4000,40000,4000,43,0,1
4441,Stalemate,19000,24000,11000,16000,112,1,0
4442,P2,20000,68000,16000,40000,88,0,1
4443,P2,32000,76000,24000,40000,100,0,0
4444,P2,50000,60000,38000,40000,80,0,0
4445,P1,64000,36000,40000,32000,85,0,0
4446,Stalemate,50000,28000,38000,24000,112,1,0
4447,P2,41000,60000,37000,40000,84,0,0
4448,P1,64000,12000,40000,12000,79,0,0
4449,P1,68000,17000,40000,13000,89,0,0
4450,Stalemate,24000,40000,20000,28000,112,1,0
4451,Stalemate,38000,41000,26000,37000,112,1,0
4452,P1,68000,29000,40000,25000,51,0,0
4453,Stalemate,25000,48000,25000,20000,112,1,0
4454,Stalemate,33000,43000,25000,35000,112,1,0
4455,Stalemate,41000,42000,29000,38000,112,1,0
4456,Stalemate,41000,41000,33000,33000,112,1,0
4457,P1,60000,35000,40000,27000,61,0,0
4458,Stalemate,27000,44000,23000,32000,112,1,0
4459,Stalemate,41000,43000,29000,39000,112,1,0
4460,P2,14000,96000,14000,40000,57,0,1
4461,Stalemate,30000,8000,22000,0,112,1,0
4462,P1,84000,34000,40000,34000,79,0,0
4463,Stalemate,47000,45000,39000,37000,112,1,0
4464,Stalemate,14000,45000,6000,37000,112,1,0
4465,Stalemate,12000,39000,4000,31000,112,1,0
4466,P1,80000,2000,40000,2000,57,0,1
4467,P2,17000,72000,13000,40000,62,0,0
4468,Stalemate,26000,25000,22000,13000,112,1,0
4469,P1,64000,33000,40000,25000,49,0,0
4470,Stalemate,51000,39000,39000,35000,112,1,0
4471,Stalemate,4000,34000,0,22000,112,1,1
4472,Stalemate,26000,32000,18000,24000,112,1,1
4473,P2,19000,64000,11000,40000,72,0,0
4474,P1,68000,30000,40000,26000,75,0,0
4475,Stalemate,48000,17000,36000,13000,112,1,0
4476,Stalemate,45000,24000,37000,16000,112,1,0
4477,P2,31000,64000,23000,40000,90,0,0
4478,P1,72000,42000,40000,30000,69,0,0
4479,Stalemate,18000,46000,10000,38000,112,1,0
4480,P1,64000,19000,40000,15000,73,0,0
4481,P2,26000,56000,14000,40000,78,0,1
4482,P2,31000,64000,23000,40000,60,0,0
4483,P2,25000,84000,25000,40000,80,0,0
4484,P2,9000,68000,5000,40000,68,0,1
4485,Stalemate,26000,35000,14000,31000,112,1,1
4486,Stalemate,31000,46000,23000,38000,112,1,0
4487,Stalemate,50000,28000,38000,24000,112,1,0
4488,P1,72000,51000,40000,39000,93,0,0
4489,Stalemate,29000,41000,25000,29000,112,1,0
4490,P2,30000,68000,26000,40000,50,0,0
4491,Stalemate,32000,57000,32000,29000,112,1,0
4492,P2,27000,68000,23000,40000,98,0,1
4493,P1,56000,51000,40000,39000,73,0,1
4494,P2,20000,60000,12000,40000,62,0,0
4495,Stalemate,27000,13000,19000,5000,112,1,1
4496,Stalemate,36000,42000,24000,38000,112,1,0
4497,Stalemate,45000,19000,37000,11000,112,1,0
4498,P1,60000,27000,40000,23000,45,0,0
4499,Stalemate,16000,33000,8000,25000,112,1,0
4500,Stalemate,7000,45000,7000,17000,112,1,1
4501,P1,60000,24000,40000,24000,43,0,0
4502,P1,68000,19000,40000,15000,61,0,1
4503,P1,64000,5000,40000,5000,43,0,1
4504,P2,37000,72000,33000,40000,74,0,1
4505,Stalemate,34000,39000,26000,31000,112,1,1
4506,Stalemate,51000,39000,39000,35000,112,1,0
4507,P2,45000,84000,33000,40000,100,0,0
4508,P2,38000,56000,26000,40000,72,0,0
4509,P1,68000,14000,40000,10000,65,0,0
4510,Stalemate,16000,25000,4000,21000,112,1,0
4511,P2,25000,60000,21000,40000,70,0,0
4512,P2,44000,64000,36000,40000,76,0,1
4513,Stalemate,31000,50000,27000,38000,112,1,1
4514,Stalemate,26000,51000,22000,39000,112,1,0
4515,Stalemate,18000,17000,10000,9000,112,1,0
4516,Stalemate,65000,13000,37000,13000,112,1,1
4517,P2,40000,60000,28000,40000,74,0,0
4518,Stalemate,42000,34000,30000,30000,112,1,0
4519,P1,116000,0,40000,0,65,0,1
4520,Stalemate,35000,36000,27000,28000,112,1,0
4521,Stalemate,44000,26000,32000,22000,112,1,1
4522,P1,84000,8000,40000,0,99,0,1
4523,P1,64000,20000,40000,12000,75,0,0
4524,P2,13000,68000,9000,40000,84,0,0
4525,P1,80000,42000,40000,38000,83,0,0
4526,Stalemate,15000,33000,3000,29000,112,1,0
4527,P1,64000,26000,40000,18000,83,0,0
4528,Stalemate,46000,22000,38000,14000,112,1,0
4529,P1,64000,17000,40000,13000,49,0,1
4530,Stalemate,1000,56000,1000,28000,112,1,1
4531,P2,32000,80000,28000,40000,94,0,0
4532,Stalemate,37000,44000,33000,32000,112,1,0
4533,Stalemate,39000,50000,35000,38000,112,1,0
4534,P2,37000,68000,37000,40000,58,0,0
4535,P1,64000,19000,40000,15000,67,0,0
4536,Stalemate,18000,46000,10000,38000,112,1,0
4537,Stalemate,27000,45000,19000,37000,112,1,1
4538,P2,15000,64000,7000,40000,86,0,0
4539,Stalemate,63000,35000,35000,35000,112,1,0
4540,Stalemate,8000,35000,0,27000,112,1,0
4541,Stalemate,17000,50000,13000,38000,112,1,0
4542,Stalemate,31000,28000,19000,24000,112,1,1
4543,Stalemate,8000,49000,4000,37000,112,1,1
4544,Stalemate,36000,35000,28000,27000,112,1,0
4545,Stalemate,59000,38000,31000,38000,112,1,0
4546,Stalemate,49000,26000,37000,22000,112,1,0
4547,Stalemate,46000,26000,34000,22000,112,1,1
4548,Stalemate,39000,15000,27000,11000,112,1,0
4549,Stalemate,25000,43000,21000,31000,112,1,0
4550,P2,42000,64000,38000,40000,58,0,0
4551,Stalemate,43000,22000,35000,14000,112,1,0
4552,P1,64000,47000,40000,39000,95,0,0
4553,P1,64000,9000,40000,5000,77,0,0
4554,Stalemate,24000,43000,12000,39000,112,1,0
4555,Stalemate,30000,14000,22000,6000,112,1,0
4556,P2,30000,84000,18000,40000,91,0,0
4557,P1,60000,34000,40000,22000,81,0,0
4558,P2,12000,60000,8000,40000,64,0,1
4559,Stalemate,32000,14000,20000,10000,112,1,0
4560,Stalemate,30000,35000,22000,27000,112,1,0
4561,Stalemate,42000,36000,38000,24000,112,1,1
4562,P2,8000,84000,8000,40000,60,0,1
4563,P2,27000,64000,19000,40000,76,0,0
4564,Stalemate,18000,65000,18000,37000,112,1,0
4565,P2,2000,64000,2000,40000,66,0,0
4566,P1,64000,8000,40000,4000,47,0,0
4567,Stalemate,29000,43000,17000,39000,112,1,1
4568,Stalemate,51000,26000,39000,22000,112,1,0
4569,Stalemate,51000,36000,39000,32000,112,1,0
4570,Stalemate,38000,27000,30000,19000,112,1,1
4571,P1,64000,14000,40000,6000,73,0,0
4572,P2,17000,60000,5000,40000,48,0,0
4573,P1,64000,25000,40000,21000,91,0,0
4574,Stalemate,46000,41000,38000,33000,112,1,0
4575,Stalemate,40000,24000,32000,16000,112,1,0
4576,Stalemate,42000,20000,30000,16000,112,1,0
4577,P1,60000,21000,40000,13000,71,0,0
4578,P2,2000,64000,2000,40000,52,0,1
4579,Stalemate,51000,42000,39000,38000,112,1,0
4580,P2,31000,68000,31000,40000,68,0,1
4581,P2,28000,68000,24000,40000,94,0,1
4582,Stalemate,42000,37000,30000,33000,112,1,0
4583,Stalemate,12000,4000,0,0,112,1,0
4584,Stalemate,32000,30000,24000,22000,112,1,0
4585,P2,18000,60000,18000,40000,52,0,0
4586,Stalemate,24000,23000,16000,15000,112,1,1
4587,P2,19000,60000,11000,40000,66,0,0
4588,P1,84000,13000,40000,13000,91,0,0
4589,Stalemate,39000,29000,27000,25000,112,1,1
4590,Stalemate,39000,38000,27000,34000,112,1,0
4591,Stalemate,43000,46000,39000,34000,112,1,0
4592,P1,80000,18000,40000,14000,71,0,0
4593,Stalemate,38000,31000,30000,23000,112,1,0
4594,Stalemate,43000,38000,39000,26000,112,1,0
4595,P1,60000,20000,40000,20000,75,0,0
4596,Stalemate,9000,67000,9000,39000,112,1,1
4597,P1,60000,11000,40000,7000,65,0,0
